iter	Passed	Remaining
285	111992	279589
286	112356	279128
287	112907	279131
288	113257	278637
289	113609	278147
290	113964	277666
291	114315	277175
292	114656	276662
293	115008	276177
294	115389	275762
295	115756	275311
296	116121	274859
297	116468	274366
298	116851	273957
299	117257	273600
300	117627	273161
301	118022	272780
302	118384	272322
303	118894	272205
304	119256	271749
305	119633	271326
306	120059	271013
307	120417	270548
308	120772	270076
309	121109	269566
310	121461	269089
311	121878	268756
312	122273	268376
313	122697	268059
314	123117	267732
315	123584	267505
316	123978	267120
317	124521	267055
318	124890	266616
319	125250	266158
320	125616	265711
321	125978	265258
322	126382	264894
323	126751	264456
324	127120	264020
325	127596	263803
326	127955	263344
327	128354	262969
328	128707	262500
329	129052	262015
330	129399	261534
331	129742	261048
332	130094	260580
333	130452	260123
334	130795	259639
335	131143	259163
336	131494	258696
337	131836	258211
338	132181	257735
339	132537	257277
340	132891	256819
341	133323	256510
342	133670	256040
343	134035	255603
344	134388	255143
345	134740	254683
346	135097	254232
347	135458	253790
348	135861	253427
349	136237	253012
350	136604	252581
351	136992	252190
352	137471	251966
353	137832	251525
354	138232	251154
355	138604	250734
356	138982	250324
357	139341	249880
358	139830	249669
359	140195	249236
360	140562	248807
361	140930	248379
362	141305	247965
363	141672	247537
364	142033	247099
365	142387	246648
366	142736	246191
367	143093	245748
368	143450	245303
369	143855	244943
370	144241	244549
371	144591	244095
372	144978	243703
373	145464	243478
374	145836	243060
375	146185	242605
376	146542	242164
377	146914	241748
378	147324	241394
379	147706	240994
380	148079	240579
381	148565	240348
382	148920	239905
383	149278	239466
384	149637	239031
385	150003	238606
386	150412	238250
387	150808	237872
388	151163	237431
389	151616	237143
390	151996	236741
391	152445	236445
392	152895	236151
393	153285	235764
394	153774	235528
395	154136	235097
396	154509	234682
397	154877	234261
398	155235	233825
399	155580	233370
400	155928	232921
401	156279	232475
402	156622	232019
403	156970	231570
404	157318	231121
405	157659	230665
406	158002	230210
407	158354	229768
408	158699	229319
409	159045	228869
410	159456	228514
411	159806	228073
412	160162	227639
413	160515	227203
414	160862	226757
415	161240	226357
416	161592	225919
417	161947	225487
418	162305	225057
419	162647	224608
420	163002	224176
421	163371	223764
422	163774	223399
423	164130	222970
424	164491	222547
425	164863	222139
426	165235	221732
427	165633	221360
428	166114	221098
429	166520	220737
430	166899	220338
431	167261	219918
432	167643	219524
433	167994	219089
434	168348	218658
435	168753	218295
436	169141	217909
437	169504	217491
438	169863	217068
439	170218	216641
440	170571	216211
441	170914	215770
442	171272	215346
443	171624	214917
444	171968	214477
445	172321	214049
446	172672	213619
447	173054	213227
448	173406	212800
449	173759	212373
450	174108	211941
451	174733	211845
452	175191	211545
453	175638	211230
454	176079	210908
455	176500	210561
456	176878	210164
457	177257	209767
458	177614	209345
459	177970	208922
460	178329	208502
461	178756	208162
462	179172	207808
463	179660	207538
464	180028	207130
465	180390	206713
466	180771	206319
467	181138	205909
468	181492	205485
469	181900	205121
470	182271	204716
471	182633	204302
472	182990	203881
473	183343	203457
474	183692	203028
475	184053	202613
476	184427	202213
477	184819	201832
478	185166	201402
479	185538	201000
480	186109	200812
481	186552	200486
482	187041	200207
483	187409	199800
484	187808	199425
485	188188	199030
486	188566	198633
487	188926	198218
488	189293	197809
489	189643	197383
490	190010	196976
491	190362	196552
492	190720	196136
493	191066	195707
494	191415	195282
495	191761	194854
496	192110	194429
497	192460	194006
498	192814	193587
499	193163	193163
500	193527	192755
501	193893	192348
502	194254	191937
503	194593	191504
504	194947	191087
505	195302	190671
506	195649	190246
507	195993	189820
508	196420	189474
509	196797	189080
510	197147	188659
511	197525	188266
512	197914	187884
513	198261	187461
514	198611	187041
515	198964	186625
516	199370	186259
517	199737	185856
518	200102	185451
519	200477	185055
520	200826	184637
521	201445	184465
522	201824	184072
523	202189	183668
524	202549	183258
525	202914	182854
526	203265	182437
527	203616	182020
528	204007	181639
529	204378	181241
530	204741	180836
531	205096	180423
532	205466	180024
533	205829	179618
534	206215	179234
535	206586	178836
536	206960	178440
537	207364	178071
538	207832	177756
539	208281	177424
540	208689	177058
541	209112	176703
542	209497	176317
543	209903	175948
544	210292	175565
545	210664	175168
546	211031	174766
547	211427	174389
548	211834	174020
549	212224	173638
550	212745	173362
551	213103	172953
