iter	RMSE
158	47511.4855
159	47436.08062
160	47378.35467
161	47292.83217
162	47194.73388
163	47067.79998
164	46994.42238
165	46928.48846
166	46797.35939
167	46722.71401
168	46595.85852
169	46495.89843
170	46387.60372
171	46320.17326
172	46220.17673
173	46104.04363
174	46027.68252
175	45950.58953
176	45874.23265
177	45754.46175
178	45687.9418
179	45594.86054
180	45557.65062
181	45476.57241
182	45342.63098
183	45249.30847
184	45156.04117
185	45091.36886
186	45024.77625
187	44935.13341
188	44884.68218
189	44818.06027
190	44761.92731
191	44655.11277
192	44580.84654
193	44505.75518
194	44422.74744
195	44330.17802
196	44237.3638
197	44163.84796
198	44062.65852
199	43991.49349
200	43923.70128
201	43842.8989
202	43774.91859
203	43712.79606
204	43599.76521
205	43537.73622
206	43443.22006
207	43335.5025
208	43273.88916
209	43181.43635
210	43101.57034
211	43022.84521
212	42950.30053
213	42902.33274
214	42840.49614
215	42743.71458
216	42687.06329
217	42611.90059
218	42547.08016
219	42467.64595
220	42411.95699
221	42343.36172
222	42286.7149
223	42224.19912
224	42167.28722
225	42111.06595
226	42069.84243
227	42036.11771
228	41920.43113
229	41846.70217
230	41754.52322
231	41659.58931
232	41575.83605
233	41513.54508
234	41404.64562
235	41309.98987
236	41266.43194
237	41191.42105
238	41141.39596
239	41101.51104
240	41014.02687
241	40956.32506
242	40903.68451
243	40852.84939
244	40817.89711
245	40746.19682
246	40686.69639
247	40639.72842
248	40596.34523
249	40514.82507
250	40444.01201
251	40392.30461
252	40337.16453
253	40278.8784
254	40218.76101
255	40178.54299
256	40128.9175
257	40079.44763
258	40040.04099
259	39980.79803
260	39909.73626
261	39850.74631
262	39779.16438
263	39714.3044
264	39620.72493
265	39563.58418
266	39481.0693
267	39428.23403
268	39383.17311
269	39337.83422
270	39283.75351
271	39233.84269
272	39179.03765
273	39145.51734
274	39097.75649
275	39048.9921
276	38989.71766
277	38963.16177
278	38916.76901
279	38869.65323
280	38799.93571
281	38759.56556
282	38683.42531
283	38637.19273
284	38577.24121
285	38529.74043
286	38464.11453
287	38379.64385
288	38329.63515
289	38281.21371
290	38239.5009
291	38193.18256
292	38151.0173
293	38102.84343
294	38051.82077
295	37988.89008
296	37935.43253
297	37890.36974
298	37857.66193
299	37818.54278
300	37768.19975
301	37709.41291
302	37668.79176
303	37635.24667
304	37590.31014
305	37554.25074
306	37513.76246
307	37466.46369
308	37419.95848
309	37381.11044
310	37341.98467
311	37304.20693
312	37274.92743
313	37216.89166
314	37171.03782
315	37126.46659
316	37092.07342
317	37027.61232
318	36993.5395
319	36961.73652
320	36910.90106
321	36869.6939
322	36820.64282
323	36792.53836
324	36742.49831
325	36707.9202
326	36662.10144
327	36612.70084
328	36567.45268
329	36522.32407
330	36501.7452
331	36457.074
332	36424.53357
333	36387.6874
334	36361.58755
335	36305.80516
336	36272.11872
337	36245.06651
338	36206.56448
339	36164.62719
340	36117.92751
341	36073.52214
342	36047.66732
343	36013.85875
344	35982.19428
345	35958.00716
346	35922.35785
347	35889.13981
348	35853.723
349	35802.86055
350	35747.30586
351	35699.39816
352	35664.69244
353	35635.12265
354	35604.72875
355	35566.37782
356	35537.09091
357	35501.52195
358	35476.76101
359	35424.52927
360	35352.67016
361	35311.84726
362	35255.91142
363	35204.47535
364	35169.44035
365	35131.90109
366	35092.88654
367	35047.22202
368	35013.4259
369	34968.36972
370	34916.85115
371	34891.25388
372	34845.63192
373	34801.61329
374	34775.31365
375	34737.09388
376	34712.35367
377	34657.09428
378	34620.70457
379	34588.69017
380	34562.16362
381	34536.93253
382	34483.72102
383	34452.33678
384	34415.48435
385	34382.10829
386	34337.4469
387	34309.97481
388	34281.08664
389	34253.39395
390	34199.28967
391	34170.97843
392	34144.69349
393	34106.01273
394	34059.0647
395	34026.98799
396	33976.77633
397	33940.51228
398	33900.39096
399	33866.38699
400	33828.98395
401	33782.76982
402	33736.05783
403	33704.03427
404	33674.83401
405	33648.39593
406	33614.27589
407	33579.62678
408	33548.05747
409	33523.85613
410	33474.56475
411	33433.57829
412	33403.29205
413	33368.91646
414	33337.9658
415	33311.26451
416	33275.0186
417	33239.29661
418	33198.73233
419	33153.12299
420	33132.14448
421	33098.6692
422	33073.07056
423	33025.94193
424	32986.8041
425	32963.24066
426	32934.90836
427	32902.50548
428	32882.37998
429	32843.36461
430	32812.14696
431	32759.96821
432	32720.89159
433	32690.37931
434	32659.91367
435	32627.85544
436	32589.07018
437	32554.85621
438	32526.94995
439	32487.36045
440	32448.9533
441	32427.7831
442	32399.27577
443	32363.55538
444	32336.5076
445	32319.3263
446	32296.41406
447	32267.68763
448	32238.73932
449	32210.96284
450	32169.83825
451	32143.99018
452	32123.02729
453	32078.22193
454	32049.98194
455	32009.68277
456	31970.87044
457	31936.38139
458	31907.13819
459	31872.85275
460	31840.3208
461	31817.29464
462	31783.34716
463	31752.2019
464	31728.59187
465	31708.99826
466	31676.44837
467	31647.28156
468	31625.63128
469	31607.27269
470	31575.05813
471	31543.33405
472	31514.01089
473	31484.74238
474	31459.47893
475	31426.96512
476	31403.62946
477	31371.43388
478	31338.66675
479	31306.72653
480	31279.22661
481	31241.81824
482	31205.44325
483	31143.10483
484	31111.5013
485	31065.58768
486	31012.80168
487	30989.18973
488	30950.98944
489	30929.13327
490	30895.84578
491	30873.19116
492	30855.25369
493	30832.22694
494	30808.92008
495	30765.24584
496	30739.36777
497	30712.95134
498	30691.36782
499	30666.76347
500	30633.73475
501	30614.48709
502	30570.46435
503	30551.48853
504	30524.77434
505	30494.6448
506	30464.7869
507	30432.86372
508	30396.48416
509	30374.62554
510	30353.28381
511	30316.43683
512	30289.64467
513	30267.26543
514	30234.24923
515	30216.93402
516	30180.26107
517	30148.38289
518	30113.58916
519	30088.02717
520	30065.84089
521	30041.44157
522	30008.38363
523	29982.57733
524	29934.71608
525	29903.96229
526	29875.08347
527	29839.43905
528	29821.76392
529	29767.07413
530	29734.44125
531	29701.86443
532	29675.04164
533	29647.47405
534	29627.66974
535	29609.28074
536	29580.89064
537	29559.13777
538	29518.39844
539	29495.90849
540	29469.37237
541	29453.62741
542	29431.69184
543	29413.31642
544	29373.69312
545	29340.29094
546	29318.83031
547	29303.13533
548	29278.80173
549	29253.58687
550	29232.01687
551	29193.5542
