iter	RMSE
499	31229.92847
500	31207.30823
501	31179.09565
502	31153.98852
503	31133.36021
504	31105.27058
505	31083.08506
506	31061.06438
507	31038.86178
508	31000.64129
509	30978.71595
510	30957.37191
511	30937.82811
512	30925.39172
513	30908.77163
514	30886.47214
515	30868.49192
516	30842.96403
517	30826.48608
518	30804.13598
519	30778.25465
520	30746.89706
521	30728.03711
522	30699.58086
523	30683.26531
524	30666.87402
525	30644.47082
526	30618.588
527	30592.36446
528	30565.89089
529	30542.00903
530	30519.12232
531	30482.92942
532	30466.93527
533	30440.43992
534	30413.00549
535	30387.1142
536	30364.11284
537	30344.38041
538	30327.8853
539	30305.97044
540	30281.85463
541	30260.41656
542	30236.94527
543	30217.96309
544	30200.74338
545	30162.1909
546	30144.59559
547	30120.26931
548	30089.65164
549	30056.37877
550	30033.50268
551	30004.54191
552	29974.34878
553	29955.45189
554	29917.63232
555	29900.64423
556	29878.82988
557	29858.74833
558	29827.59962
559	29803.50186
560	29785.29909
561	29749.81083
562	29730.02291
563	29709.01246
564	29688.05265
565	29670.2916
566	29653.22283
567	29636.89102
568	29619.40017
569	29589.60382
570	29565.61296
571	29548.46516
572	29517.27288
573	29498.9027
574	29480.20018
575	29454.1237
576	29437.36053
577	29415.98386
578	29397.37707
579	29377.28964
580	29346.11352
581	29322.19519
582	29303.77066
583	29274.34436
584	29250.01618
585	29230.49385
586	29206.80338
587	29181.15226
588	29160.11923
589	29145.46547
590	29129.56123
591	29112.05258
592	29090.73169
593	29076.08941
594	29050.51001
595	29030.57125
596	29018.57304
597	28996.6042
598	28971.40224
599	28946.96027
600	28925.28571
601	28913.32434
602	28887.46004
603	28857.21225
604	28822.73199
605	28805.23251
606	28773.60915
607	28756.51046
608	28717.65699
609	28688.6221
610	28669.08467
611	28646.26411
612	28631.31618
613	28610.1324
614	28593.20984
615	28564.87011
616	28545.54638
617	28523.90636
618	28507.08341
619	28486.95164
620	28474.60138
621	28449.20148
622	28418.69316
623	28388.24905
624	28370.08584
625	28354.63766
626	28332.9607
627	28314.06799
628	28295.77391
629	28279.97028
630	28251.77163
631	28237.84414
632	28220.67465
633	28202.97987
634	28183.45696
635	28165.07649
636	28139.16969
637	28112.57032
638	28097.56685
639	28083.04392
640	28070.07477
641	28057.26842
642	28034.07776
643	28004.6388
644	27985.20575
645	27960.13534
646	27948.27445
647	27917.57006
648	27897.18406
649	27877.53491
650	27853.13874
651	27831.0028
652	27813.49682
653	27795.18408
654	27781.17804
655	27754.46952
656	27731.41297
657	27716.62179
658	27702.53192
659	27688.31014
660	27662.01432
661	27643.76769
662	27630.73506
663	27612.27082
664	27598.33096
665	27574.26644
666	27558.23175
667	27545.33407
668	27525.68345
669	27502.29109
670	27481.69294
671	27456.22878
672	27432.79921
673	27421.19973
674	27402.99363
675	27380.84011
676	27370.40998
677	27347.3915
678	27322.20096
679	27303.0158
680	27280.6256
681	27263.78202
682	27248.39892
683	27232.90672
684	27214.98657
685	27192.18086
686	27168.64901
687	27152.52369
688	27135.14133
689	27117.33699
690	27100.51916
691	27085.22342
692	27075.61934
693	27061.60299
694	27034.25252
695	27018.87059
696	26993.61981
697	26980.32382
698	26963.15767
699	26948.61023
700	26929.08029
701	26911.55135
702	26896.52249
703	26875.26181
704	26854.09129
705	26839.3124
706	26825.98776
707	26802.47348
708	26786.36143
709	26765.83888
710	26749.40443
711	26740.19836
712	26723.79226
713	26706.41037
714	26684.30435
715	26666.45435
716	26652.87666
717	26636.90949
718	26623.12279
719	26608.89214
720	26591.03766
721	26581.78883
722	26562.97717
723	26547.20766
724	26519.24396
725	26503.12295
726	26483.04276
727	26462.5243
728	26443.87501
729	26418.87753
730	26394.38359
731	26363.9523
732	26341.05786
733	26324.99216
734	26307.64316
735	26293.05326
736	26275.13673
737	26259.00777
738	26242.62076
739	26222.66235
740	26205.61196
741	26193.54957
742	26176.22389
743	26166.44926
744	26138.68305
745	26123.2618
746	26110.5022
747	26097.50525
748	26083.72034
749	26070.04525
750	26051.45923
751	26031.9586
752	26010.81888
753	25997.58125
754	25971.63177
755	25959.78563
756	25945.25592
757	25927.29175
758	25915.7736
759	25895.78014
760	25880.94642
761	25867.03064
762	25852.7904
763	25838.58358
764	25820.93756
765	25805.61088
766	25787.66378
767	25775.1358
768	25759.80069
769	25745.8225
770	25731.40442
771	25719.14509
772	25695.77604
773	25681.46526
774	25665.6836
775	25652.2748
776	25637.11587
777	25624.41552
778	25610.9756
779	25598.24824
780	25587.06293
781	25571.72923
782	25552.77076
783	25540.07312
784	25526.19753
785	25514.00463
786	25498.25329
787	25485.68299
788	25461.85643
789	25446.81865
790	25429.54425
791	25416.1145
792	25400.91655
793	25388.11061
794	25370.15684
795	25357.86236
796	25348.75439
797	25328.29062
798	25314.22872
799	25293.80551
800	25268.80284
801	25247.30609
802	25233.79699
803	25220.10794
804	25194.78833
805	25183.04433
806	25163.04166
807	25140.88596
808	25128.66367
809	25111.04456
810	25099.65431
811	25080.95438
812	25067.48948
813	25047.009
814	25025.79017
815	25016.8001
816	24998.03231
817	24984.22719
818	24966.93669
819	24949.35991
820	24914.10896
821	24894.90631
822	24877.66237
823	24869.18642
824	24857.36211
825	24845.848
826	24827.39832
827	24809.79306
828	24791.81308
829	24779.11342
830	24762.3542
831	24752.2775
832	24734.14291
833	24714.26369
834	24701.7694
835	24690.09389
836	24659.27195
837	24641.699
838	24628.29277
839	24613.79663
840	24605.12829
841	24592.76596
842	24573.17342
843	24563.91005
844	24550.45761
845	24538.40584
846	24528.37561
847	24510.40188
848	24488.90126
849	24475.41108
850	24461.79249
851	24445.23471
852	24426.25037
853	24413.79829
854	24400.34228
855	24390.92898
856	24372.58576
857	24356.17798
858	24341.87793
859	24323.4311
860	24311.56908
861	24298.14666
862	24282.33446
863	24269.11233
864	24252.91634
865	24236.34736
866	24220.05945
867	24207.66118
868	24192.95438
869	24176.50499
870	24158.67854
871	24142.897
872	24131.07289
873	24112.55976
874	24098.59541
875	24077.58789
876	24066.81034
877	24053.16035
878	24042.13597
879	24023.62335
880	24011.68169
881	23998.60029
882	23983.03739
883	23975.05082
884	23958.44221
885	23939.24691
886	23928.37256
887	23915.46446
888	23896.53669
889	23881.15099
890	23866.97376
891	23859.16455
892	23853.61818
893	23836.73033
894	23824.32068
895	23806.35183
896	23791.05113
897	23777.93981
898	23762.27651
899	23749.74667
900	23736.81465
901	23728.77638
902	23715.08673
903	23703.01989
904	23689.18869
905	23679.41031
906	23664.84722
907	23653.24599
908	23641.82464
909	23628.84361
910	23617.14631
911	23600.29043
912	23583.02091
913	23571.81769
914	23555.27039
915	23543.82103
916	23528.76548
917	23515.65435
918	23500.24036
919	23487.68763
920	23473.20625
921	23457.49278
922	23436.70648
923	23418.41529
924	23395.68609
925	23386.92024
926	23369.71038
927	23355.40896
928	23346.69735
929	23332.29983
930	23317.13781
931	23298.52976
932	23287.04735
933	23279.22117
934	23262.47679
935	23249.06569
936	23238.61211
937	23227.21622
938	23214.78503
939	23207.09651
940	23197.6741
941	23190.30601
942	23176.20563
943	23159.44483
944	23149.19584
945	23134.78625
946	23121.54998
947	23107.7976
948	23099.2461
949	23085.97658
950	23066.90556
951	23053.96378
952	23037.71029
953	23019.88235
954	23006.97274
955	22992.96365
956	22974.7899
957	22964.49043
958	22955.7787
959	22944.30732
960	22931.68031
961	22919.07507
962	22911.3827
963	22900.26855
964	22886.18514
965	22871.55853
966	22857.80686
967	22844.76263
968	22835.90052
969	22818.59328
970	22805.26693
971	22793.34598
972	22777.20196
973	22767.53688
974	22759.28431
975	22744.92326
976	22735.96517
977	22727.59572
978	22716.04957
979	22697.70896
980	22688.48083
981	22679.81988
982	22668.70295
983	22656.00772
984	22637.60431
985	22619.84179
986	22609.81452
987	22602.96668
988	22592.33878
989	22579.24927
990	22563.92606
991	22553.21318
992	22535.77479
993	22523.20909
994	22511.78228
995	22502.48774
996	22491.45266
997	22477.99819
998	22463.77962
999	22453.55192
