iter	Passed	Remaining
399	54370	81555
400	54495	81403
401	54628	81263
402	54758	81118
403	54890	80977
404	55009	80816
405	55135	80666
406	55256	80509
407	55376	80349
408	55505	80204
409	55624	80044
410	55755	79903
411	56036	79975
412	56154	79812
413	56293	79681
414	56421	79533
415	56546	79382
416	56670	79230
417	56789	79070
418	56906	78908
419	57029	78755
420	57147	78594
421	57266	78436
422	57385	78277
423	57506	78122
424	57631	77971
425	57750	77813
426	57869	77655
427	57991	77502
428	58130	77371
429	58259	77227
430	58388	77083
431	58505	76923
432	58623	76765
433	58761	76633
434	58883	76480
435	59008	76332
436	59149	76204
437	59273	76053
438	59394	75900
439	59550	75791
440	59677	75645
441	59811	75508
442	59933	75356
443	60054	75203
444	60171	75045
445	60295	74896
446	60414	74740
447	60543	74598
448	60666	74448
449	60789	74297
450	60917	74154
451	61051	74017
452	61197	73896
453	61329	73757
454	61457	73613
455	61587	73473
456	61708	73321
457	61841	73183
458	61974	73045
459	62098	72898
460	62228	72757
461	62349	72606
462	62471	72455
463	62594	72307
464	62713	72154
465	62831	72000
466	62957	71855
467	63076	71702
468	63197	71552
469	63319	71403
470	63462	71277
471	63646	71197
472	63811	71096
473	63946	70961
474	64247	71010
475	64387	70880
476	64508	70729
477	64673	70626
478	64798	70479
479	64919	70329
480	65034	70172
